ProductID,ProductName,ProductDescription,is_sunglass,ProductStandardPrice,is_available,photoURL,FrameType_T_FrameTypeID
23,Light Apricot Volcano Glasses,Lorem ipsum sunglasses,FALSE,94.03,TRUE,https://imgur.com/a/fake1,1913
24,Shocking Pink Person Glasses,Lorem ipsum sunglasses,TRUE,1540.57,TRUE,https://imgur.com/a/fake2,3344
25,Rose Pink Vertex Glasses,Lorem ipsum sunglasses,TRUE,714.58,TRUE,https://imgur.com/a/fake1,3110
26,Bisque Crisis Glasses,Lorem ipsum sunglasses,TRUE,1087.38,FALSE,https://imgur.com/a/fake2,226
27,Tangerine Thesis Glasses,Lorem ipsum sunglasses,FALSE,488.83,TRUE,https://imgur.com/a/fake1,3467
28,Dark Tangerine Bacterium Glasses,Lorem ipsum sunglasses,FALSE,108.04,TRUE,https://imgur.com/a/fake2,1103
29,Seashell Synthesis Glasses,Lorem ipsum sunglasses,TRUE,1685.09,TRUE,https://imgur.com/a/fake1,3319
30,Isabelline Wife Glasses,Lorem ipsum sunglasses,TRUE,682.02,FALSE,https://imgur.com/a/fake2,1745
31,Denim Deer Glasses,Lorem ipsum sunglasses,TRUE,587.48,TRUE,https://imgur.com/a/fake1,1231
32,Deep Sky Blue Scissors Glasses,Lorem ipsum sunglasses,FALSE,866.96,TRUE,https://imgur.com/a/fake2,1222
33,Deep Chestnut Box Glasses,Lorem ipsum sunglasses,FALSE,1497.47,TRUE,https://imgur.com/a/fake1,1173
34,Cardinal Hero Glasses,Lorem ipsum sunglasses,TRUE,575.51,FALSE,https://imgur.com/a/fake2,584
35,Burgundy Echo Glasses,Lorem ipsum sunglasses,TRUE,1901.4,TRUE,https://imgur.com/a/fake1,455
36,Saffron Crisis Glasses,Lorem ipsum sunglasses,TRUE,1862.32,TRUE,https://imgur.com/a/fake2,3221
37,Pale Cerulean Thesis Glasses,Lorem ipsum sunglasses,FALSE,2136.01,TRUE,https://imgur.com/a/fake1,2562
38,Old Mauve Scarf Glasses,Lorem ipsum sunglasses,FALSE,55.61,FALSE,https://imgur.com/a/fake2,2453
39,Psychedelic Purple Shrimp Glasses,Lorem ipsum sunglasses,TRUE,1448.46,TRUE,https://imgur.com/a/fake1,2909
40,Beau Blue Synopsis Glasses,Lorem ipsum sunglasses,TRUE,1224.22,TRUE,https://imgur.com/a/fake2,210
41,Bottle Green Calf Glasses,Lorem ipsum sunglasses,TRUE,1201.27,TRUE,https://imgur.com/a/fake1,346
42,Dark Pastel Red Penny Glasses,Lorem ipsum sunglasses,FALSE,1249.13,FALSE,https://imgur.com/a/fake2,1037
43,Deep Fuchsia Torpedo Glasses,Lorem ipsum sunglasses,FALSE,770.16,TRUE,https://imgur.com/a/fake1,1183
44,Apricot Apparatus Glasses,Lorem ipsum sunglasses,TRUE,1614.28,TRUE,https://imgur.com/a/fake2,89
45,Fulvous Focus Glasses,Lorem ipsum sunglasses,TRUE,2102.75,TRUE,https://imgur.com/a/fake1,1525
46,Dark Turquoise Baby Glasses,Lorem ipsum sunglasses,TRUE,2070.35,FALSE,https://imgur.com/a/fake2,1116
47,Rose Taupe Salmon Glasses,Lorem ipsum sunglasses,FALSE,1183.07,TRUE,https://imgur.com/a/fake1,3117
48,Dollar Bill Moose Glasses,Lorem ipsum sunglasses,FALSE,2280.69,TRUE,https://imgur.com/a/fake2,1263
49,Bone Datum Glasses,Lorem ipsum sunglasses,TRUE,30.73,TRUE,https://imgur.com/a/fake1,339
50,Ruby Bison Glasses,Lorem ipsum sunglasses,TRUE,1361.33,FALSE,https://imgur.com/a/fake2,3170
51,Palatinate Purple Axis Glasses,Lorem ipsum sunglasses,TRUE,2096.29,TRUE,https://imgur.com/a/fake1,2536
52,Jasper Medium Glasses,Lorem ipsum sunglasses,FALSE,233.75,TRUE,https://imgur.com/a/fake2,1767
53,Papaya Whip Ox Glasses,Lorem ipsum sunglasses,FALSE,1469.94,TRUE,https://imgur.com/a/fake1,2653
54,Dark Khaki Criterion Glasses,Lorem ipsum sunglasses,TRUE,2031.41,FALSE,https://imgur.com/a/fake2,984
55,Cadet Analysis Glasses,Lorem ipsum sunglasses,TRUE,934,TRUE,https://imgur.com/a/fake1,490
56,Payne'S Grey Goose Glasses,Lorem ipsum sunglasses,TRUE,908.84,TRUE,https://imgur.com/a/fake2,2721
57,Gainsboro Nemesis Glasses,Lorem ipsum sunglasses,FALSE,12.75,TRUE,https://imgur.com/a/fake1,1532
58,Dark Jungle Green Ox Glasses,Lorem ipsum sunglasses,FALSE,421.8,FALSE,https://imgur.com/a/fake2,978
59,Light Pink Deer Glasses,Lorem ipsum sunglasses,TRUE,659.38,TRUE,https://imgur.com/a/fake1,1984
60,Periwinkle Child Glasses,Lorem ipsum sunglasses,TRUE,407.76,TRUE,https://imgur.com/a/fake2,2775
61,Earth Yellow Child Glasses,Lorem ipsum sunglasses,TRUE,507.79,TRUE,https://imgur.com/a/fake1,1276
62,Blue Bell Cactus Glasses,Lorem ipsum sunglasses,FALSE,1844.97,FALSE,https://imgur.com/a/fake2,297
63,Thistle Squid Glasses,Lorem ipsum sunglasses,FALSE,759.87,TRUE,https://imgur.com/a/fake1,3523
64,Lavender Pink Person Glasses,Lorem ipsum sunglasses,TRUE,1438.81,TRUE,https://imgur.com/a/fake2,1874
65,Saddle Brown Dwarf Glasses,Lorem ipsum sunglasses,TRUE,689.38,TRUE,https://imgur.com/a/fake1,3220
66,Dark Magenta Addendum Glasses,Lorem ipsum sunglasses,TRUE,458.48,FALSE,https://imgur.com/a/fake2,996
67,Myrtle Syllabus Glasses,Lorem ipsum sunglasses,FALSE,7.66,TRUE,https://imgur.com/a/fake1,2362
68,Sandy Brown Radius Glasses,Lorem ipsum sunglasses,FALSE,1081.02,TRUE,https://imgur.com/a/fake2,3253
69,Alizarin Crimson Cactus Glasses,Lorem ipsum sunglasses,TRUE,2106.37,TRUE,https://imgur.com/a/fake1,19
70,Deep Saffron Series Glasses,Lorem ipsum sunglasses,TRUE,1978.98,FALSE,https://imgur.com/a/fake2,1220
71,Light Slate Gray Cod Glasses,Lorem ipsum sunglasses,TRUE,2015.79,TRUE,https://imgur.com/a/fake1,2011
72,Coffee Corpus Glasses,Lorem ipsum sunglasses,FALSE,754.27,TRUE,https://imgur.com/a/fake2,782
73,Deep Champagne Wife Glasses,Lorem ipsum sunglasses,FALSE,1062.49,TRUE,https://imgur.com/a/fake1,1168
74,Bittersweet Shimmer Addendum Glasses,Lorem ipsum sunglasses,TRUE,1100.34,FALSE,https://imgur.com/a/fake2,244
75,Cool Grey Cello Glasses,Lorem ipsum sunglasses,TRUE,527.46,TRUE,https://imgur.com/a/fake1,805
76,Purple Mountain Majesty Synopsis Glasses,Lorem ipsum sunglasses,TRUE,1606.94,TRUE,https://imgur.com/a/fake2,2926
77,Blue Sapphire Poppy Glasses,Lorem ipsum sunglasses,FALSE,404.54,TRUE,https://imgur.com/a/fake1,312
78,Heliotrope Formula Glasses,Lorem ipsum sunglasses,FALSE,750.05,FALSE,https://imgur.com/a/fake2,1653
79,Pearl Aqua Octopus Glasses,Lorem ipsum sunglasses,TRUE,1064.34,TRUE,https://imgur.com/a/fake1,2759
80,Dark Pink Wife Glasses,Lorem ipsum sunglasses,TRUE,832.56,TRUE,https://imgur.com/a/fake2,1045
81,Flame Half Glasses,Lorem ipsum sunglasses,TRUE,2186.33,TRUE,https://imgur.com/a/fake1,1431
82,Sangria Veto Glasses,Lorem ipsum sunglasses,FALSE,464.07,FALSE,https://imgur.com/a/fake2,3262
83,Violet-Blue Apparatus Glasses,Lorem ipsum sunglasses,FALSE,1337.5,TRUE,https://imgur.com/a/fake1,3778
84,Dark Tan Larva Glasses,Lorem ipsum sunglasses,TRUE,1187.15,TRUE,https://imgur.com/a/fake2,1099
85,Ruddy Corpus Glasses,Lorem ipsum sunglasses,TRUE,671.54,TRUE,https://imgur.com/a/fake1,3180
86,Baby Pink Trousers Glasses,Lorem ipsum sunglasses,TRUE,1895.01,FALSE,https://imgur.com/a/fake2,171
87,Turquoise Synopsis Glasses,Lorem ipsum sunglasses,FALSE,2057.08,TRUE,https://imgur.com/a/fake1,3607
88,Medium Taupe Die Glasses,Lorem ipsum sunglasses,FALSE,1803.66,TRUE,https://imgur.com/a/fake2,2243
89,Apple Green Child Glasses,Lorem ipsum sunglasses,TRUE,1225.09,TRUE,https://imgur.com/a/fake1,84
90,Fuchsia Carp Glasses,Lorem ipsum sunglasses,TRUE,1222.46,FALSE,https://imgur.com/a/fake2,1510
91,Light Red Ochre Torpedo Glasses,Lorem ipsum sunglasses,TRUE,1858.49,TRUE,https://imgur.com/a/fake1,1986
92,Azure Mist/Web Tongs Glasses,Lorem ipsum sunglasses,FALSE,1890.8,TRUE,https://imgur.com/a/fake2,157
93,Bright Ube Synthesis Glasses,Lorem ipsum sunglasses,FALSE,412.16,TRUE,https://imgur.com/a/fake1,403
94,Indigo Focus Glasses,Lorem ipsum sunglasses,TRUE,384.8,FALSE,https://imgur.com/a/fake2,1729
95,Peridot Radius Glasses,Lorem ipsum sunglasses,TRUE,263.37,TRUE,https://imgur.com/a/fake1,2770
96,Pale Plum Alga Glasses,Lorem ipsum sunglasses,TRUE,701.77,TRUE,https://imgur.com/a/fake2,2611
97,Tomato Tattoo Glasses,Lorem ipsum sunglasses,FALSE,792.03,TRUE,https://imgur.com/a/fake1,3557
98,Classic Rose Basis Glasses,Lorem ipsum sunglasses,FALSE,1822.08,FALSE,https://imgur.com/a/fake2,768
99,Prussian Blue Formula Glasses,Lorem ipsum sunglasses,TRUE,12.45,TRUE,https://imgur.com/a/fake1,2904
100,Dark Terra Cotta Nemesis Glasses,Lorem ipsum sunglasses,TRUE,1459.38,TRUE,https://imgur.com/a/fake2,1115
101,Mahogany Torpedo Glasses,Lorem ipsum sunglasses,TRUE,849.84,TRUE,https://imgur.com/a/fake1,2091
102,Daffodil Antenna Glasses,Lorem ipsum sunglasses,FALSE,556.73,FALSE,https://imgur.com/a/fake2,902
103,Cadmium Green Analysis Glasses,Lorem ipsum sunglasses,FALSE,1167.48,TRUE,https://imgur.com/a/fake1,503
104,Blue-Green Series Glasses,Lorem ipsum sunglasses,TRUE,1764,TRUE,https://imgur.com/a/fake2,309
105,Amaranth Vertebra Glasses,Lorem ipsum sunglasses,TRUE,2209.5,TRUE,https://imgur.com/a/fake1,35
106,Sapphire Blue Squid Glasses,Lorem ipsum sunglasses,TRUE,398.31,FALSE,https://imgur.com/a/fake2,3276
107,Corn Kangaroo Glasses,Lorem ipsum sunglasses,FALSE,2107.82,TRUE,https://imgur.com/a/fake1,852
108,French Lime Crisis Glasses,Lorem ipsum sunglasses,FALSE,47.58,TRUE,https://imgur.com/a/fake2,1493
109,Baby Blue Eyes Stimulus Glasses,Lorem ipsum sunglasses,TRUE,1793.98,TRUE,https://imgur.com/a/fake1,169
110,Teal Green Alumnus Glasses,Lorem ipsum sunglasses,TRUE,1825.9,FALSE,https://imgur.com/a/fake2,3510
111,Scarlet Penny Glasses,Lorem ipsum sunglasses,TRUE,963.85,TRUE,https://imgur.com/a/fake1,3286
112,Vivid Tangerine Baby Glasses,Lorem ipsum sunglasses,FALSE,352.25,TRUE,https://imgur.com/a/fake2,3802
113,Bright Lavender Wolf Glasses,Lorem ipsum sunglasses,FALSE,1360.51,TRUE,https://imgur.com/a/fake1,383
114,Up Forest Green Stimulus Glasses,Lorem ipsum sunglasses,TRUE,449.85,FALSE,https://imgur.com/a/fake2,3709
115,Olivine Echo Glasses,Lorem ipsum sunglasses,TRUE,1114.12,TRUE,https://imgur.com/a/fake1,2475
116,Dark Electric Blue Stimulus Glasses,Lorem ipsum sunglasses,TRUE,322.54,TRUE,https://imgur.com/a/fake2,951
117,Ultramarine Genus Glasses,Lorem ipsum sunglasses,FALSE,362.07,TRUE,https://imgur.com/a/fake1,3672
118,Mordant Red 19 Half Glasses,Lorem ipsum sunglasses,FALSE,764.74,FALSE,https://imgur.com/a/fake2,2328
119,Lavender Magenta Louse Glasses,Lorem ipsum sunglasses,TRUE,129.88,TRUE,https://imgur.com/a/fake1,1864
120,Medium Spring Green Zoo Glasses,Lorem ipsum sunglasses,TRUE,11.73,TRUE,https://imgur.com/a/fake2,2240
121,Wild Blue Yonder Cod Glasses,Lorem ipsum sunglasses,TRUE,2212.22,TRUE,https://imgur.com/a/fake1,3841
122,Turquoise Green Formula Glasses,Lorem ipsum sunglasses,FALSE,60.46,FALSE,https://imgur.com/a/fake2,3617
123,Red-Orange Switch Glasses,Lorem ipsum sunglasses,FALSE,201.16,TRUE,https://imgur.com/a/fake1,3013
124,Stormcloud Focus Glasses,Lorem ipsum sunglasses,TRUE,2105.39,TRUE,https://imgur.com/a/fake2,3439
125,Meat Brown Criterion Glasses,Lorem ipsum sunglasses,TRUE,1926.88,TRUE,https://imgur.com/a/fake1,2155
126,Desert Sand Scissors Glasses,Lorem ipsum sunglasses,TRUE,530.59,FALSE,https://imgur.com/a/fake2,1241
127,Field Drab Bacterium Glasses,Lorem ipsum sunglasses,FALSE,394.55,TRUE,https://imgur.com/a/fake1,1417
128,Alice Blue Echo Glasses,Lorem ipsum sunglasses,FALSE,1962.71,TRUE,https://imgur.com/a/fake2,13
129,Pale Chestnut Kangaroo Glasses,Lorem ipsum sunglasses,TRUE,600.31,TRUE,https://imgur.com/a/fake1,2569
130,Rajah Glass Glasses,Lorem ipsum sunglasses,TRUE,1417.05,FALSE,https://imgur.com/a/fake2,2960
131,Amethyst Pliers Glasses,Lorem ipsum sunglasses,TRUE,394.69,TRUE,https://imgur.com/a/fake1,46
132,Royal Azure Box Glasses,Lorem ipsum sunglasses,FALSE,2290.25,TRUE,https://imgur.com/a/fake2,3142
133,Bazaar Cod Glasses,Lorem ipsum sunglasses,FALSE,322.4,TRUE,https://imgur.com/a/fake1,203
134,True Blue Radius Glasses,Lorem ipsum sunglasses,TRUE,1379.11,FALSE,https://imgur.com/a/fake2,3589
135,Bondi Blue Ovum Glasses,Lorem ipsum sunglasses,TRUE,2067,TRUE,https://imgur.com/a/fake1,335
136,Cadet Grey Echo Glasses,Lorem ipsum sunglasses,TRUE,472.52,TRUE,https://imgur.com/a/fake2,496
137,Desert Fish Glasses,Lorem ipsum sunglasses,FALSE,345.36,TRUE,https://imgur.com/a/fake1,1237
138,Zaffre Datum Glasses,Lorem ipsum sunglasses,FALSE,1113.18,FALSE,https://imgur.com/a/fake2,3903
139,Prune Shorts Glasses,Lorem ipsum sunglasses,TRUE,1292.05,TRUE,https://imgur.com/a/fake1,2899
140,Cobalt Penny Glasses,Lorem ipsum sunglasses,TRUE,210.89,TRUE,https://imgur.com/a/fake2,775
141,Carnelian Veto Glasses,Lorem ipsum sunglasses,TRUE,2252.59,TRUE,https://imgur.com/a/fake1,611
142,Crimson Bush Glasses,Lorem ipsum sunglasses,FALSE,1777.44,FALSE,https://imgur.com/a/fake2,887
143,Cadmium Orange Knife Glasses,Lorem ipsum sunglasses,FALSE,2006.82,TRUE,https://imgur.com/a/fake1,508
144,Barn Red Tableau Glasses,Lorem ipsum sunglasses,TRUE,2060.51,TRUE,https://imgur.com/a/fake2,194
145,Columbia Blue Baby Glasses,Lorem ipsum sunglasses,TRUE,946.81,TRUE,https://imgur.com/a/fake1,790
146,Pale Goldenrod Mouse Glasses,Lorem ipsum sunglasses,TRUE,2253.13,FALSE,https://imgur.com/a/fake2,2586
147,Medium Violet-Red Stimulus Glasses,Lorem ipsum sunglasses,FALSE,211.36,TRUE,https://imgur.com/a/fake1,2262
148,Pale Gold Stimulus Glasses,Lorem ipsum sunglasses,FALSE,399.02,TRUE,https://imgur.com/a/fake2,2583
149,Dark Goldenrod Cello Glasses,Lorem ipsum sunglasses,TRUE,1216.34,TRUE,https://imgur.com/a/fake1,959
150,Pale Brown Phenomenon Glasses,Lorem ipsum sunglasses,TRUE,582.78,FALSE,https://imgur.com/a/fake2,2555
151,Flax Cactus Glasses,Lorem ipsum sunglasses,TRUE,1870.5,TRUE,https://imgur.com/a/fake1,1446
152,Vivid Auburn Penny Glasses,Lorem ipsum sunglasses,FALSE,352.9,TRUE,https://imgur.com/a/fake2,3787
153,Black Datum Glasses,Lorem ipsum sunglasses,FALSE,1042.77,TRUE,https://imgur.com/a/fake1,248
154,Rubine Red Formula Glasses,Lorem ipsum sunglasses,TRUE,759.86,FALSE,https://imgur.com/a/fake2,3164
155,Electric Indigo Apparatus Glasses,Lorem ipsum sunglasses,TRUE,574.82,TRUE,https://imgur.com/a/fake1,1330
156,Razzle Dazzle Rose Medium Glasses,Lorem ipsum sunglasses,TRUE,547.9,TRUE,https://imgur.com/a/fake2,2986
157,Ball Blue Vertebra Glasses,Lorem ipsum sunglasses,FALSE,2125.85,TRUE,https://imgur.com/a/fake1,177
158,Deep Tuscan Red Leaf Glasses,Lorem ipsum sunglasses,FALSE,1719.54,FALSE,https://imgur.com/a/fake2,1228
159,Vivid Violet Mouse Glasses,Lorem ipsum sunglasses,TRUE,1575.11,TRUE,https://imgur.com/a/fake1,3809
160,Fuchsia Pink Oasis Glasses,Lorem ipsum sunglasses,TRUE,2104.67,TRUE,https://imgur.com/a/fake2,1515
161,Pale Violet-Red Bacterium Glasses,Lorem ipsum sunglasses,TRUE,783.29,TRUE,https://imgur.com/a/fake1,2641
162,Dim Gray Shorts Glasses,Lorem ipsum sunglasses,FALSE,1270.14,FALSE,https://imgur.com/a/fake2,1247
163,Unmellow Yellow Species Glasses,Lorem ipsum sunglasses,FALSE,623.64,TRUE,https://imgur.com/a/fake1,3703
164,White Smoke Duck Glasses,Lorem ipsum sunglasses,TRUE,934.84,TRUE,https://imgur.com/a/fake2,3839
165,Auburn Veto Glasses,Lorem ipsum sunglasses,TRUE,507.09,TRUE,https://imgur.com/a/fake1,135
166,Mauve Suspenders Glasses,Lorem ipsum sunglasses,TRUE,2124.19,FALSE,https://imgur.com/a/fake2,2131
167,Light Blue Baby Glasses,Lorem ipsum sunglasses,FALSE,347.3,TRUE,https://imgur.com/a/fake1,1917
168,Bistre Millennium Glasses,Lorem ipsum sunglasses,FALSE,2247.65,TRUE,https://imgur.com/a/fake2,233
169,Turquoise Blue Memorandum Glasses,Lorem ipsum sunglasses,TRUE,949.52,TRUE,https://imgur.com/a/fake1,3614
170,Sunset Person Glasses,Lorem ipsum sunglasses,TRUE,1851.3,FALSE,https://imgur.com/a/fake2,3455
171,Han Purple Scarf Glasses,Lorem ipsum sunglasses,TRUE,1065.89,TRUE,https://imgur.com/a/fake1,1621
172,Lust Baby Glasses,Lorem ipsum sunglasses,FALSE,427.51,TRUE,https://imgur.com/a/fake2,2072
173,Little Boy Blue Life Glasses,Lorem ipsum sunglasses,FALSE,844.06,TRUE,https://imgur.com/a/fake1,2063
174,Pastel Yellow Apparatus Glasses,Lorem ipsum sunglasses,TRUE,701.05,FALSE,https://imgur.com/a/fake2,2714
175,Limerick Index Glasses,Lorem ipsum sunglasses,TRUE,48.38,TRUE,https://imgur.com/a/fake1,2045
176,Ferrari Red Memorandum Glasses,Lorem ipsum sunglasses,TRUE,701.86,TRUE,https://imgur.com/a/fake2,1411
177,Black Bean Syllabus Glasses,Lorem ipsum sunglasses,FALSE,1278.6,TRUE,https://imgur.com/a/fake1,252
178,Antique Brass Synthesis Glasses,Lorem ipsum sunglasses,FALSE,2282.92,FALSE,https://imgur.com/a/fake2,63
179,Languid Lavender Millennium Glasses,Lorem ipsum sunglasses,TRUE,2296.85,TRUE,https://imgur.com/a/fake1,1819
180,Telemagenta Octopus Glasses,Lorem ipsum sunglasses,TRUE,1276.84,TRUE,https://imgur.com/a/fake2,3515
181,Ecru Species Glasses,Lorem ipsum sunglasses,TRUE,515.18,TRUE,https://imgur.com/a/fake1,1286
182,Lavender Blush Buffalo Glasses,Lorem ipsum sunglasses,FALSE,1529.81,FALSE,https://imgur.com/a/fake2,1847
183,Green Larva Glasses,Lorem ipsum sunglasses,FALSE,2247.8,TRUE,https://imgur.com/a/fake1,1748
184,Dark Pastel Purple Pike Glasses,Lorem ipsum sunglasses,TRUE,1422.72,TRUE,https://imgur.com/a/fake2,1034
185,Ua Blue Octopus Glasses,Lorem ipsum sunglasses,TRUE,381.92,TRUE,https://imgur.com/a/fake1,3640
186,Ruddy Pink Goose Glasses,Lorem ipsum sunglasses,TRUE,570.85,FALSE,https://imgur.com/a/fake2,3186
187,Fuchsia Rose Hero Glasses,Lorem ipsum sunglasses,FALSE,1366.45,TRUE,https://imgur.com/a/fake1,1517
188,Upsdell Red Fish Glasses,Lorem ipsum sunglasses,FALSE,1365.73,TRUE,https://imgur.com/a/fake2,3718
189,Wisteria Ox Glasses,Lorem ipsum sunglasses,TRUE,1600.55,TRUE,https://imgur.com/a/fake1,3869
190,Brass Syllabus Glasses,Lorem ipsum sunglasses,TRUE,2079.34,FALSE,https://imgur.com/a/fake2,365
191,Pastel Violet Curriculum Glasses,Lorem ipsum sunglasses,TRUE,1321.59,TRUE,https://imgur.com/a/fake1,2706
192,Pale Red-Violet Medium Glasses,Lorem ipsum sunglasses,FALSE,1305.99,TRUE,https://imgur.com/a/fake2,2617
193,Bubble Gum Alga Glasses,Lorem ipsum sunglasses,FALSE,1813.01,TRUE,https://imgur.com/a/fake1,433
194,Cambridge Blue Penny Glasses,Lorem ipsum sunglasses,TRUE,1542.41,FALSE,https://imgur.com/a/fake2,539
195,Verdigris Squid Glasses,Lorem ipsum sunglasses,TRUE,1274.03,TRUE,https://imgur.com/a/fake1,3765
196,Ou Crimson Red Cactus Glasses,Lorem ipsum sunglasses,TRUE,849.95,TRUE,https://imgur.com/a/fake2,2506
197,Phthalo Green Shelf Glasses,Lorem ipsum sunglasses,FALSE,2290.22,TRUE,https://imgur.com/a/fake1,2837
198,Patriarch Diagnosis Glasses,Lorem ipsum sunglasses,FALSE,2034.88,FALSE,https://imgur.com/a/fake2,2718
199,Kelly Green Fish Glasses,Lorem ipsum sunglasses,TRUE,326.95,TRUE,https://imgur.com/a/fake1,1799
200,Cotton Candy Life Glasses,Lorem ipsum sunglasses,TRUE,1143.38,TRUE,https://imgur.com/a/fake2,880
201,Dandelion Dwarf Glasses,Lorem ipsum sunglasses,TRUE,1138.52,TRUE,https://imgur.com/a/fake1,906
202,Moccasin Salmon Glasses,Lorem ipsum sunglasses,FALSE,791.9,FALSE,https://imgur.com/a/fake2,2312
203,Chrome Yellow Torpedo Glasses,Lorem ipsum sunglasses,FALSE,1114,TRUE,https://imgur.com/a/fake1,743
204,Mellow Yellow Millennium Glasses,Lorem ipsum sunglasses,TRUE,601.75,TRUE,https://imgur.com/a/fake2,2274
205,Byzantine Tomato Glasses,Lorem ipsum sunglasses,TRUE,1968.9,TRUE,https://imgur.com/a/fake1,480
206,Imperial Blue Datum Glasses,Lorem ipsum sunglasses,TRUE,2032.3,FALSE,https://imgur.com/a/fake2,1701
207,Burnt Orange Analysis Glasses,Lorem ipsum sunglasses,FALSE,454.63,TRUE,https://imgur.com/a/fake1,462
208,Rich Carmine Ox Glasses,Lorem ipsum sunglasses,FALSE,63.24,TRUE,https://imgur.com/a/fake2,3048
209,Deep Pink Crisis Glasses,Lorem ipsum sunglasses,TRUE,1465.76,TRUE,https://imgur.com/a/fake1,1209
210,Iceberg Child Glasses,Lorem ipsum sunglasses,TRUE,1889.49,FALSE,https://imgur.com/a/fake2,1695
211,Persimmon Bureau Glasses,Lorem ipsum sunglasses,TRUE,764.6,TRUE,https://imgur.com/a/fake1,2816
212,Arylide Yellow Box Glasses,Lorem ipsum sunglasses,FALSE,1495.72,TRUE,https://imgur.com/a/fake2,112
213,Lion Salmon Glasses,Lorem ipsum sunglasses,FALSE,837.1,TRUE,https://imgur.com/a/fake1,2058
214,Ucla Gold Life Glasses,Lorem ipsum sunglasses,TRUE,456.23,FALSE,https://imgur.com/a/fake2,3659
215,Snow Baby Glasses,Lorem ipsum sunglasses,TRUE,1130.91,TRUE,https://imgur.com/a/fake1,3400
216,Charm Pink Hoof Glasses,Lorem ipsum sunglasses,TRUE,900.55,TRUE,https://imgur.com/a/fake2,706
217,Glaucous Addendum Glasses,Lorem ipsum sunglasses,FALSE,902.79,TRUE,https://imgur.com/a/fake1,1552
218,Byzantium Pliers Glasses,Lorem ipsum sunglasses,FALSE,635.09,FALSE,https://imgur.com/a/fake2,483
219,Taupe Ovum Glasses,Lorem ipsum sunglasses,TRUE,2274.27,TRUE,https://imgur.com/a/fake1,3484
220,Medium Turquoise Mouse Glasses,Lorem ipsum sunglasses,TRUE,764.01,TRUE,https://imgur.com/a/fake2,2250
221,Hansa Yellow Diagnosis Glasses,Lorem ipsum sunglasses,TRUE,940.68,TRUE,https://imgur.com/a/fake1,1626
222,Mulberry Scarf Glasses,Lorem ipsum sunglasses,FALSE,992.19,FALSE,https://imgur.com/a/fake2,2352
223,Antique Fuchsia Glass Glasses,Lorem ipsum sunglasses,FALSE,389.69,TRUE,https://imgur.com/a/fake1,68
